,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore
579,36.02870178,-119.0739975,109317,c-si,fixed-tilt,180,,5.0,7.0,greenfield,non-agrivoltaic,-0.125834
580,37.75080109,-122.4840012,47445,c-si,fixed-tilt,180,35.0,4.5,5.0,greenfield,non-agrivoltaic,0.833464
581,37.85839844,-120.8949966,40364,combination,dual-axis,180,20.0,1.3,1.6,greenfield,non-agrivoltaic,-0.69176
582,33.90869904,-116.5599976,85218,c-si,single-axis,225,25.0,4.0,5.0,greenfield,non-agrivoltaic,-0.2502
583,33.66609955,-114.6569977,32527,c-si,single-axis,180,20.0,1.2,1.2,greenfield,non-agrivoltaic,-0.755484
584,35.0489006,-118.1640015,4603,c-si,single-axis,180,25.0,5.0,5.1,greenfield,non-agrivoltaic,24.0923004
585,32.65859985,-115.6689987,2741905,thin-film,fixed-tilt,180,,130.0,172.2,greenfield,non-agrivoltaic,-0.154389
586,34.9076004,-117.9209976,28966,c-si,single-axis,180,20.0,3.0,3.3,greenfield,non-agrivoltaic,1.03162
587,36.14149857,-119.5820007,385978,c-si,single-axis,180,20.0,19.75,28.0,greenfield,non-agrivoltaic,0.0715657
588,34.61230087,-117.9400024,309763,c-si,single-axis,180,20.0,9.98,11.5,greenfield,non-agrivoltaic,-0.750085
589,36.22200012,-119.9100037,612370,thin-film,single-axis,180,25.0,19.41,26.3,greenfield,non-agrivoltaic,-0.615005
590,33.11650085,-116.0019989,583259,thin-film,single-axis,180,25.0,20.0,27.0,greenfield,non-agrivoltaic,-0.537434
591,33.10919952,-116.0029984,813391,thin-film,single-axis,180,0.0,30.0,40.0,greenfield,non-agrivoltaic,-0.470501
592,37.12049866,-120.3249969,447630,c-si,fixed-tilt,180,,20.0,26.5,greenfield,non-agrivoltaic,-0.23796
593,37.36669922,-121.1520004,546820,c-si,single-axis,180,20.0,20.0,28.0,greenfield,non-agrivoltaic,-0.423446
594,36.21450043,-119.8069992,2005790,c-si,single-axis,180,0.0,102.0,127.9,greenfield,non-agrivoltaic,-0.132064
595,36.23040009,-119.9120026,2965683,c-si,single-axis,179,30.0,100.0,134.4,contaminated,non-agrivoltaic,-0.560012
596,36.39199829,-120.2429962,1633012,c-si,single-axis,179,25.0,60.0,84.1,greenfield,non-agrivoltaic,-0.416608
597,35.83100128,-119.0500031,280869,c-si,single-axis,180,18.0,14.0,18.2,greenfield,non-agrivoltaic,-0.108088
598,35.82220078,-119.0400009,688147,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.734832
599,35.85540009,-119.0690002,474176,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.339309
600,36.87680054,-120.6679993,415699,c-si,single-axis,180,0.0,20.0,27.5,greenfield,non-agrivoltaic,-0.0766597
601,35.99610138,-120.1520004,382739,c-si,single-axis,180,0.0,15.8,21.4,greenfield,non-agrivoltaic,-0.314235
602,36.5544014,-120.3389969,562087,c-si,single-axis,179,25.0,20.0,27.9,greenfield,non-agrivoltaic,-0.459838
603,36.54840088,-120.3460007,239655,c-si,single-axis,180,0.0,9.0,11.7,greenfield,non-agrivoltaic,-0.478775
604,35.87200165,-120.3389969,3112814,thin-film,single-axis,180,25.0,130.0,172.6,greenfield,non-agrivoltaic,-0.325012
605,34.90159988,-119.5910034,951940,thin-film,single-axis,180,25.0,40.0,56.1,greenfield,non-agrivoltaic,-0.244186
606,34.82949829,-118.4710007,3067334,c-si,single-axis,180,0.0,75.0,94.9,greenfield,non-agrivoltaic,-0.893598
607,34.71659851,-118.2919998,108960,c-si,single-axis,180,0.0,5.0,6.0,greenfield,non-agrivoltaic,-0.333877
608,34.72359848,-118.2919998,134384,c-si,fixed-tilt,193,25.0,1.5,2.1,greenfield,non-agrivoltaic,-1.2488199
609,34.72750092,-118.2959976,199780,c-si,fixed-tilt,193,20.0,6.49,9.1,greenfield,non-agrivoltaic,-0.554636
610,34.72719955,-118.3130035,504272,c-si,single-axis,180,0.0,20.0,25.9,greenfield,non-agrivoltaic,-0.419827
611,34.72689819,-118.3030014,793259,c-si,single-axis,180,30.0,40.0,51.1,greenfield,non-agrivoltaic,-0.116929
612,34.69820023,-118.3379974,429006,thin-film,fixed-tilt,197,15.0,20.0,22.5,greenfield,non-agrivoltaic,-0.394641
613,34.69279861,-118.3280029,656136,c-si,single-axis,180,0.0,19.7,28.4,greenfield,non-agrivoltaic,-0.607214
614,35.020401,-118.2779999,569869,c-si,single-axis,180,25.0,20.0,25.0,greenfield,non-agrivoltaic,-0.593619
615,34.72539902,-118.3089981,198609,c-si,single-axis,180,0.0,10.0,12.8,greenfield,non-agrivoltaic,-0.116223
616,34.61360168,-117.935997,70344,c-si,single-axis,180,25.0,2.0,2.7,greenfield,non-agrivoltaic,-0.720909
617,35.60879898,-119.8440018,389390,c-si,single-axis,179,20.0,20.0,25.0,greenfield,non-agrivoltaic,-0.121912
618,34.69630051,-118.0630035,21088,c-si,single-axis,180,22.0,1.0,1.1,greenfield,non-agrivoltaic,-0.40124
619,34.71210098,-118.2910004,47905,c-si,fixed-tilt,193,,1.5,2.1,greenfield,non-agrivoltaic,-0.594384
620,34.7118988,-118.2919998,24851,c-si,fixed-tilt,193,,1.5,2.1,greenfield,non-agrivoltaic,0.349038
621,33.23289871,-117.0009995,148396,c-si,single-axis,180,30.0,2.5,3.4,greenfield,non-agrivoltaic,-1.07982
622,34.54449844,-117.1930008,20010,c-si,fixed-tilt,198,25.0,1.5,1.9,greenfield,non-agrivoltaic,0.591439
623,34.7010994,-118.125,16000,c-si,fixed-tilt,180,20.0,1.0,1.1,greenfield,non-agrivoltaic,-0.0164272
624,35.14619827,-118.887001,345018,c-si,single-axis,180,30.0,12.0,15.7,greenfield,non-agrivoltaic,-0.555686
625,36.83190155,-121.4039993,37230,c-si,fixed-tilt,200,,1.5,2.2,greenfield,non-agrivoltaic,-0.240478
626,34.5503006,-117.1930008,49408,c-si,single-axis,180,0.0,1.5,1.9,greenfield,non-agrivoltaic,-0.719227
627,36.14749908,-119.5889969,449602,c-si,single-axis,180,15.0,21.19,28.3,greenfield,non-agrivoltaic,-0.151106
628,34.58340073,-117.3410034,39717,c-si,fixed-tilt,193,30.0,2.0,2.4,greenfield,non-agrivoltaic,-0.209498
629,38.7743988,-123.0169983,28302,c-si,fixed-tilt,180,0.0,1.5,1.7,greenfield,non-agrivoltaic,-0.217875
630,34.49639893,-117.1429977,40550,c-si,single-axis,180,30.0,1.5,1.9,greenfield,non-agrivoltaic,-0.524347
631,33.01070023,-116.8720016,142782,c-si,single-axis,180,0.0,5.0,6.6,greenfield,non-agrivoltaic,-0.538996
632,34.70890045,-118.1299973,23011,c-si,fixed-tilt,180,20.0,1.0,1.1,greenfield,non-agrivoltaic,-0.502367
633,38.00170136,-121.7040024,24844,c-si,fixed-tilt,168,30.0,1.0,1.2,greenfield,non-agrivoltaic,-0.49081
634,34.72140121,-118.310997,239257,c-si,fixed-tilt,180,0.0,20.0,22.5,greenfield,non-agrivoltaic,0.570296
635,35.14889908,-118.8850021,299602,c-si,single-axis,180,24.0,8.0,10.5,greenfield,non-agrivoltaic,-0.798307
636,35.01269913,-118.1829987,557452,c-si,single-axis,180,31.0,45.0,59.1,greenfield,non-agrivoltaic,0.848147
637,34.58459854,-117.3420029,41889,c-si,fixed-tilt,193,0.0,1.5,2.1,greenfield,non-agrivoltaic,-0.448331
638,34.58229828,-117.3420029,35635,c-si,fixed-tilt,193,52.0,2.0,2.7,greenfield,non-agrivoltaic,0.146387
639,36.12939835,-119.5419998,634192,thin-film,single-axis,180,0.0,19.76,27.2,greenfield,non-agrivoltaic,-0.616366
640,36.58530045,-120.3840027,5232355,c-si,single-axis,180,0.0,200.0,281.8,greenfield,non-agrivoltaic,-0.361922
641,35.58710098,-115.4280014,4538817,thin-film,fixed-tilt,180,0.0,299.5,340.4,greenfield,non-agrivoltaic,0.128508
642,36.57089996,-120.3990021,6694262,c-si,single-axis,180,0.0,205.3,257.7,greenfield,non-agrivoltaic,-0.718291
643,35.41579819,-119.6289978,497879,c-si,single-axis,179,0.0,19.5,26.0,greenfield,non-agrivoltaic,-0.399868
644,35.41600037,-119.6380005,497758,c-si,single-axis,179,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.399573
645,35.61899948,-119.5690002,518004,c-si,single-axis,179,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.446935
646,35.12459946,-119.2409973,495014,c-si,single-axis,180,0.0,22.0,25.0,greenfield,non-agrivoltaic,-0.439721
647,35.32350159,-118.8209991,292174,thin-film,single-axis,180,0.0,14.99,18.8,greenfield,non-agrivoltaic,-0.118613
648,35.24700165,-118.0350037,678687,c-si,single-axis,180,20.0,36.0,48.2,greenfield,non-agrivoltaic,0.0362221
649,35.25189972,-118.0250015,968727,c-si,single-axis,180,0.0,50.0,56.5,greenfield,non-agrivoltaic,-0.258298
650,35.26860046,-118.0149994,1225168,c-si,single-axis,180,0.0,56.0,63.9,greenfield,non-agrivoltaic,-0.401385
651,35.2594986,-117.9990005,898395,c-si,single-axis,180,20.0,45.0,59.6,greenfield,non-agrivoltaic,-0.072324
652,35.25170136,-117.9570007,2329550,c-si,single-axis,179,25.0,105.0,136.8,greenfield,non-agrivoltaic,-0.249023
653,35.24850082,-118.0090027,1217175,c-si,single-axis,180,20.0,56.0,62.9,greenfield,non-agrivoltaic,-0.412499
654,35.24879837,-117.973999,2994264,c-si,single-axis,179,0.0,155.0,165.0,greenfield,non-agrivoltaic,-0.332966
655,34.59999847,-117.9489975,98912,thin-film,single-axis,180,25.0,3.0,4.2,greenfield,non-agrivoltaic,-0.626277
656,34.77909851,-118.1910019,70076,c-si,single-axis,180,25.0,3.0,3.9,greenfield,non-agrivoltaic,-0.320242
657,34.04230118,-117.3619995,14491,c-si,single-axis,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,0.309748
658,34.09400177,-117.3190002,34843,c-si,fixed-tilt,180,20.0,2.5,3.2,greenfield,non-agrivoltaic,0.519245
659,34.47140121,-117.5619965,33357,c-si,single-axis,180,20.0,1.0,1.1,greenfield,non-agrivoltaic,-0.846327
660,34.76520157,-117.322998,46558,c-si,single-axis,45,18.0,1.5,2.1,greenfield,non-agrivoltaic,-0.564962
661,34.76679993,-117.322998,46163,c-si,single-axis,45,30.0,1.5,2.1,greenfield,non-agrivoltaic,-0.556008
662,34.76800156,-117.322998,30397,c-si,single-axis,45,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.619192
663,34.70830154,-118.1289978,20052,c-si,fixed-tilt,180,20.0,1.5,1.7,greenfield,non-agrivoltaic,0.355439
664,34.70190048,-118.125,10176,c-si,fixed-tilt,180,0.0,1.0,1.1,greenfield,non-agrivoltaic,0.896386
665,34.98210144,-117.8919983,28742,c-si,single-axis,180,0.0,1.1,1.1,greenfield,non-agrivoltaic,-0.723491
666,34.47409821,-117.5630035,17307,c-si,single-axis,180,0.0,1.5,1.6,greenfield,non-agrivoltaic,0.533341
667,34.41289902,-117.4690018,29744,c-si,single-axis,180,0.0,1.5,1.7,greenfield,non-agrivoltaic,-0.285431
668,34.41579819,-117.4700012,29748,c-si,single-axis,180,0.0,1.5,1.7,greenfield,non-agrivoltaic,-0.28561
669,34.41799927,-117.4700012,29834,c-si,single-axis,180,25.0,1.5,1.7,greenfield,non-agrivoltaic,-0.289431
670,35.31480026,-118.9889984,33762,c-si,single-axis,180,25.0,1.4,1.4,greenfield,non-agrivoltaic,-0.649366
671,34.13230133,-118.6999969,18662,c-si,single-axis,117,25.0,1.0,1.1,greenfield,non-agrivoltaic,-0.24393
672,36.86240005,-121.4290009,52361,c-si,single-axis,180,20.0,1.5,1.9,greenfield,non-agrivoltaic,-0.76954
673,36.30670166,-119.6289978,53796,c-si,fixed-tilt,180,0.0,3.0,3.6,greenfield,non-agrivoltaic,-0.0588932
674,33.16559982,-115.5319977,530209,thin-film,single-axis,180,20.0,20.0,22.0,greenfield,non-agrivoltaic,-0.648755
675,36.12760162,-120.1419983,359003,c-si,single-axis,179,30.0,18.0,23.0,greenfield,non-agrivoltaic,-0.125083
676,36.13610077,-119.5589981,386338,thin-film,single-axis,180,0.0,12.0,14.9,greenfield,non-agrivoltaic,-0.71663
677,35.21889877,-119.0790024,595953,thin-film,single-axis,180,0.0,19.65,26.8,greenfield,non-agrivoltaic,-0.568094
678,36.24440002,-119.8300018,639527,thin-film,single-axis,180,0.0,20.0,27.1,greenfield,non-agrivoltaic,-0.628293
679,36.61330032,-120.3830032,607642,thin-film,single-axis,179,0.0,19.0,24.9,greenfield,non-agrivoltaic,-0.660702
680,35.62580109,-119.8539963,921006,thin-film,single-axis,180,40.0,32.0,43.5,greenfield,non-agrivoltaic,-0.515643
681,35.81510162,-119.4599991,496755,c-si,single-axis,180,0.0,20.02,29.6,greenfield,non-agrivoltaic,-0.229004
682,36.92860031,-120.8050003,554705,c-si,single-axis,180,0.0,20.0,25.9,greenfield,non-agrivoltaic,-0.528158
683,35.72710037,-119.9059982,260252,c-si,single-axis,179,0.0,20.0,25.9,greenfield,non-agrivoltaic,0.697374
684,35.45069885,-119.1269989,491966,c-si,single-axis,180,0.0,20.0,26.8,greenfield,non-agrivoltaic,-0.347583
685,34.92699814,-118.3570023,662706,c-si,single-axis,180,0.0,18.4,24.3,greenfield,non-agrivoltaic,-0.760694
686,35.59069824,-119.5759964,454172,thin-film,single-axis,179,0.0,12.0,16.9,greenfield,non-agrivoltaic,-0.748103
687,36.06090164,-119.9449997,684929,c-si,single-axis,180,0.0,20.0,27.0,greenfield,non-agrivoltaic,-0.696844
688,33.25260162,-115.4980011,392624,c-si,fixed-tilt,180,0.0,20.01,26.0,greenfield,non-agrivoltaic,-0.0750942
689,36.73049927,-120.4150009,1819693,thin-film,single-axis,180,15.0,62.5,73.0,greenfield,non-agrivoltaic,-0.680686
690,33.74169922,-117.0110016,363035,c-si,single-axis,180,25.0,20.0,24.5,greenfield,non-agrivoltaic,-0.0457364
691,33.97529984,-117.4059982,86215,c-si,fixed-tilt,180,20.0,7.5,9.4,landfill,non-agrivoltaic,0.918014
692,38.01950073,-121.8639984,313232,c-si,fixed-tilt,203,25.0,19.2,25.4,contaminated,non-agrivoltaic,0.269847
693,35.11230087,-119.3270035,527772,c-si,single-axis,180,25.0,20.0,28.2,greenfield,non-agrivoltaic,-0.371782
694,38.52009964,-121.7399979,213888,c-si,single-axis,180,25.0,13.0,16.3,greenfield,non-agrivoltaic,0.156592
695,37.12070084,-121.0390015,1376162,c-si,single-axis,180,0.0,105.1,135.3,greenfield,non-agrivoltaic,0.669489
696,35.72700119,-119.901001,180856,thin-film,single-axis,180,25.0,15.0,18.7,greenfield,non-agrivoltaic,0.787345
697,34.60319901,-117.9369965,125497,thin-film,fixed-tilt,180,30.0,5.0,7.0,greenfield,non-agrivoltaic,-0.317357
698,34.51259995,-117.387001,97352,c-si,fixed-tilt,180,30.0,1.6,2.1,greenfield,non-agrivoltaic,-1.11092
699,36.70819855,-121.7689972,24227,c-si,single-axis,195,0.0,1.0,1.1,greenfield,non-agrivoltaic,-0.558028
700,38.55479813,-121.4169998,13758,c-si,single-axis,180,30.0,1.0,1.1,greenfield,non-agrivoltaic,0.24348
701,36.20449829,-119.4179993,56692,c-si,fixed-tilt,180,30.0,3.0,3.6,greenfield,non-agrivoltaic,-0.138197
702,38.30099869,-121.9649963,25896,c-si,single-axis,180,0.0,1.0,1.1,greenfield,non-agrivoltaic,-0.625915
703,41.03129959,-121.4250031,80156,c-si,single-axis,180,24.0,3.0,4.4,greenfield,non-agrivoltaic,-0.337894
704,36.66740036,-119.4169998,60055,c-si,dual-axis,180,24.0,1.2,1.6,greenfield,non-agrivoltaic,-0.993276
705,39.29180145,-121.6699982,30713,c-si,single-axis,180,20.0,1.3,1.4,greenfield,non-agrivoltaic,-0.553866
706,37.35089874,-120.5070038,41711,c-si,single-axis,180,10.0,1.5,2.0,greenfield,non-agrivoltaic,-0.498985
707,38.40000153,-121.9629974,13669,c-si,fixed-tilt,90,,1.0,1.0,greenfield,non-agrivoltaic,0.0858386
708,37.97230148,-121.7200012,4717,c-si,fixed-tilt,182,0.0,1.1,1.1,greenfield,non-agrivoltaic,3.7985899
709,37.92060089,-121.7559967,1561,c-si,fixed-tilt,102,20.0,1.3,1.4,greenfield,non-agrivoltaic,19.1947002
710,36.31840134,-119.2139969,61169,c-si,fixed-tilt,180,30.0,4.5,5.4,greenfield,non-agrivoltaic,0.436645
711,37.26869965,-120.4830017,50425,c-si,single-axis,180,0.0,1.5,1.9,greenfield,non-agrivoltaic,-0.73722
712,37.26729965,-120.4830017,50986,c-si,single-axis,180,0.0,1.5,1.9,greenfield,non-agrivoltaic,-0.746838
713,38.58520126,-121.4670029,12178,c-si,fixed-tilt,123,20.0,1.5,1.5,greenfield,non-agrivoltaic,1.24612
714,36.18640137,-119.3779984,17068,c-si,fixed-tilt,180,,1.1,3.6,greenfield,non-agrivoltaic,3.28177
715,33.71220016,-117.072998,22945,c-si,single-axis,180,25.0,1.3,1.5,greenfield,non-agrivoltaic,-0.0947528
716,34.54980087,-117.4670029,22297,c-si,fixed-tilt,180,25.0,1.5,1.8,greenfield,non-agrivoltaic,0.261456
717,34.5489006,-117.4670029,22163,c-si,fixed-tilt,180,30.0,1.5,1.8,greenfield,non-agrivoltaic,0.272779
718,38.52099991,-121.9940033,60769,c-si,single-axis,180,0.0,2.0,2.6,greenfield,non-agrivoltaic,-0.618784
719,37.05780029,-120.6490021,50397,c-si,single-axis,180,30.0,1.5,2.0,greenfield,non-agrivoltaic,-0.690702
720,36.72180176,-120.4300003,134148,c-si,fixed-tilt,180,0.0,5.0,7.1,greenfield,non-agrivoltaic,-0.38351
721,36.12670136,-120.2429962,44405,c-si,single-axis,180,25.0,2.6,2.6,greenfield,non-agrivoltaic,-0.253009
722,36.12609863,-120.2480011,26824,c-si,single-axis,180,0.0,1.2,1.6,greenfield,non-agrivoltaic,-0.227581
723,39.69910049,-122.1750031,39071,c-si,single-axis,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,-0.423824
724,34.87039948,-118.3669968,2619603,thin-film,single-axis,180,0.0,150.0,182.5,greenfield,non-agrivoltaic,0.0048471
725,35.02170181,-118.2900009,354355,thin-film,single-axis,180,35.0,20.0,25.0,greenfield,non-agrivoltaic,0.0253473
726,37.01890183,-120.961998,4196046,c-si,single-axis,180,10.0,200.0,239.3,greenfield,non-agrivoltaic,-0.28832
727,35.82989883,-120.2949982,2630566,thin-film,single-axis,180,25.0,150.0,201.0,greenfield,non-agrivoltaic,0.161262
728,34.66239929,-118.0849991,43976,c-si,dual-axis,180,20.0,1.5,1.8,greenfield,non-agrivoltaic,-0.661784
729,34.55379868,-117.3700027,96515,c-si,single-axis,180,20.0,7.0,7.4,greenfield,non-agrivoltaic,0.167354
730,34.55379868,-117.3769989,586986,c-si,single-axis,180,0.0,20.0,21.5,greenfield,non-agrivoltaic,-0.761623
731,32.80099869,-115.5459976,416174,c-si,single-axis,180,25.0,20.0,25.2,greenfield,non-agrivoltaic,-0.20662
732,35.87149811,-119.4649963,518319,c-si,single-axis,180,25.0,20.0,26.0,greenfield,non-agrivoltaic,-0.447642
733,35.02330017,-118.1719971,274791,c-si,single-axis,180,20.0,15.0,19.4,greenfield,non-agrivoltaic,0.0264699
734,35.63190079,-119.5770035,419750,c-si,single-axis,180,25.0,14.7,21.0,greenfield,non-agrivoltaic,-0.450713
735,34.64899826,-118.0849991,575854,c-si,single-axis,180,25.0,20.0,27.8,greenfield,non-agrivoltaic,-0.491396
736,34.82410049,-118.4410019,480485,thin-film,single-axis,180,25.0,20.0,25.3,greenfield,non-agrivoltaic,-0.389809
737,34.84420013,-118.4459991,1655610,c-si,single-axis,179,0.0,100.0,130.8,greenfield,non-agrivoltaic,0.221456
738,35.32109833,-118.8119965,536022,thin-film,single-axis,180,20.0,16.66,20.9,greenfield,non-agrivoltaic,-0.706801
739,35.32820129,-118.8209991,689462,thin-film,single-axis,180,0.0,26.66,33.3,greenfield,non-agrivoltaic,-0.490876
740,34.40610123,-116.8619995,369464,c-si,single-axis,180,0.0,20.0,24.8,greenfield,non-agrivoltaic,-0.0541422
741,35.4239006,-119.6289978,522003,c-si,single-axis,179,20.0,19.5,26.0,greenfield,non-agrivoltaic,-0.455855
742,34.68579864,-117.3450012,416868,c-si,single-axis,180,20.0,18.7,23.7,greenfield,non-agrivoltaic,-0.292434
743,34.72060013,-118.302002,234133,c-si,fixed-tilt,180,0.0,20.0,22.5,greenfield,non-agrivoltaic,0.618041
744,33.21060181,-117.1780014,10117,c-si,fixed-tilt,180,30.0,1.1,1.1,greenfield,non-agrivoltaic,0.911011
745,36.94129944,-119.9629974,1322564,c-si,single-axis,180,0.0,50.0,67.8,greenfield,non-agrivoltaic,-0.42208
746,36.71630096,-120.4140015,1121238,thin-film,single-axis,180,0.0,40.0,53.6,greenfield,non-agrivoltaic,-0.502342
747,35.66820145,-119.8759995,410317,unknown,,180,30.0,16.7,24.9,greenfield,non-agrivoltaic,-0.20353
748,33.68840027,-115.1999969,10742180,c-si,single-axis,180,30.0,125.0,173.4,greenfield,non-agrivoltaic,-1.2368701
749,34.72570038,-118.3219986,489951,unknown,single-axis,180,30.0,15.0,19.0,greenfield,non-agrivoltaic,-0.711709
750,33.74020004,-115.3519974,1803587,unknown,,180,30.0,100.0,100.0,greenfield,non-agrivoltaic,-0.325085
751,33.75310135,-115.3460007,1325934,unknown,single-axis,180,30.0,200.0,289.0,greenfield,non-agrivoltaic,3.44505
752,34.16889954,-119.0540009,54443,unknown,,180,30.0,3.7,4.7,greenfield,non-agrivoltaic,0.39138
753,33.86119843,-117.2139969,65341,unknown,,180,30.0,2.4,3.0,greenfield,non-agrivoltaic,-0.546218
754,34.6257019,-117.3690033,2025689,unknown,single-axis,180,20.0,100.0,130.4,greenfield,non-agrivoltaic,-0.117965
755,38.0970993,-122.1409988,118969,unknown,,180,0.0,5.0,7.0,greenfield,non-agrivoltaic,-0.246354
756,40.9673996,-124.1039963,28995,unknown,,180,0.0,1.8,2.2,greenfield,non-agrivoltaic,0.148868
757,38.62919998,-120.9830017,25311,unknown,,180,0.0,1.3,1.6,greenfield,non-agrivoltaic,-0.144864
758,35.01860046,-118.1240005,15233635,unknown,single-axis,180,20.0,27.4,27.4,greenfield,non-agrivoltaic,-1.56962
759,35.84560013,-119.0569992,365047,c-si,single-axis,180,26.0,15.0,20.0,greenfield,non-agrivoltaic,-0.340341
760,35.84640121,-119.0660019,485220,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.368261
761,35.85029984,-119.026001,470454,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.329245
762,34.6867981,-118.3119965,137482,c-si,single-axis,180,20.0,5.0,6.3,greenfield,non-agrivoltaic,-0.548278
763,36.37480164,-120.1340027,498516,c-si,single-axis,180,0.0,20.0,28.6,greenfield,non-agrivoltaic,-0.280423
764,36.38199997,-120.1340027,497333,c-si,single-axis,180,0.0,20.0,27.0,greenfield,non-agrivoltaic,-0.351891
765,33.6242981,-114.6989975,530112,c-si,single-axis,180,0.0,21.04,27.0,greenfield,non-agrivoltaic,-0.429768
766,33.16540146,-115.5410004,524049,thin-film,single-axis,180,20.0,30.0,40.0,greenfield,non-agrivoltaic,0.15939
767,38.38639832,-121.9489975,91407,c-si,fixed-tilt,180,0.0,6.1,9.0,greenfield,non-agrivoltaic,0.672826
768,32.61830139,-116.1320038,311697,c-si,fixed-tilt,180,0.0,20.0,28.2,greenfield,non-agrivoltaic,0.487508
769,38.70019913,-121.586998,115432,c-si,single-axis,180,0.0,6.8,7.9,greenfield,non-agrivoltaic,-0.0236522
770,34.66600037,-118.3040009,429854,c-si,single-axis,180,0.0,20.0,25.0,greenfield,non-agrivoltaic,-0.262119
771,36.52209854,-120.1460037,480956,thin-film,single-axis,179,0.0,18.5,25.2,greenfield,non-agrivoltaic,-0.395828
772,33.54740143,-115.9779968,1573694,c-si,single-axis,180,0.0,74.8,96.8,greenfield,non-agrivoltaic,-0.184356
773,34.82080078,-118.4410019,481083,thin-film,single-axis,180,0.0,20.0,25.3,greenfield,non-agrivoltaic,-0.391327
774,40.37269974,-120.2649994,175752,c-si,single-axis,180,20.0,7.6,9.3,greenfield,non-agrivoltaic,-0.383769
775,34.71480179,-118.2740021,270767,thin-film,single-axis,180,20.0,11.4,13.8,greenfield,non-agrivoltaic,-0.428987
776,34.71490097,-118.310997,518882,c-si,single-axis,180,20.0,20.0,25.0,greenfield,non-agrivoltaic,-0.493614
777,34.65579987,-118.2939987,1683704,c-si,single-axis,180,30.0,85.0,106.3,greenfield,non-agrivoltaic,-0.146697
778,34.69260025,-118.2860031,477112,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.347136
779,34.6780014,-118.3050003,399589,c-si,single-axis,180,25.0,20.0,25.0,greenfield,non-agrivoltaic,-0.159928
780,34.8362999,-118.5419998,1092485,c-si,single-axis,180,20.0,20.0,28.0,greenfield,non-agrivoltaic,-1.01677
781,34.71649933,-118.2819977,386327,thin-film,single-axis,180,25.0,20.0,25.0,greenfield,non-agrivoltaic,-0.110103
782,34.66159821,-118.086998,53177,c-si,fixed-tilt,180,0.0,3.0,3.7,greenfield,non-agrivoltaic,0.0028035
783,34.57899857,-117.5790024,14360,c-si,single-axis,180,10.0,1.1,1.5,greenfield,non-agrivoltaic,0.811928
784,34.43429947,-118.5100021,64706,c-si,single-axis,180,10.0,3.5,4.4,greenfield,non-agrivoltaic,-0.0338291
785,36.6147995,-121.6340027,85968,c-si,single-axis,180,10.0,1.7,2.2,greenfield,non-agrivoltaic,-1.01767
786,35.15739822,-117.9830017,49408,c-si,single-axis,180,15.0,1.9,2.5,greenfield,non-agrivoltaic,-0.437506
787,35.77719879,-119.3079987,120793,c-si,single-axis,180,0.0,4.0,4.7,greenfield,non-agrivoltaic,-0.708689
788,37.22850037,-121.7389984,29517,c-si,fixed-tilt,180,20.0,3.1,3.9,greenfield,non-agrivoltaic,1.45385
789,38.76950073,-123.0210037,14943,c-si,single-axis,180,10.0,1.0,1.3,greenfield,non-agrivoltaic,0.406887
790,37.26890183,-121.8610001,15573,c-si,fixed-tilt,180,20.0,1.7,2.1,greenfield,non-agrivoltaic,1.5169801
791,35.14149857,-117.9649963,63433,c-si,single-axis,180,25.0,3.0,3.8,greenfield,non-agrivoltaic,-0.221604
792,36.14089966,-119.5660019,44918,c-si,single-axis,180,0.0,2.0,2.3,greenfield,non-agrivoltaic,-0.423463
793,40.15029907,-120.125,65811,c-si,single-axis,180,20.0,2.4,3.3,greenfield,non-agrivoltaic,-0.448073
794,38.34320068,-121.1169968,201447,thin-film,single-axis,180,20.0,10.88,12.5,greenfield,non-agrivoltaic,-0.171834
795,34.8404007,-118.3909988,1273265,c-si,single-axis,180,20.0,54.0,67.4,greenfield,non-agrivoltaic,-0.383321
796,34.82220078,-118.5279999,4744271,c-si,single-axis,180,0.0,180.0,245.6,greenfield,non-agrivoltaic,-0.410396
797,32.66830063,-115.5599976,4853981,thin-film,single-axis,180,20.0,252.3,328.1,greenfield,non-agrivoltaic,-0.0432449
798,33.67369843,-114.737999,2902531,c-si,single-axis,181,20.0,109.8,154.0,greenfield,non-agrivoltaic,-0.380482
799,33.68420029,-114.7399979,4087638,c-si,single-axis,181,15.0,131.2,161.5,greenfield,non-agrivoltaic,-0.694774
800,35.21099854,-119.3880005,39783,c-si,fixed-tilt,180,0.0,1.5,1.9,greenfield,non-agrivoltaic,-0.503391
