,Unnamed: 0,p_state,p_county,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore,efficiency
1122,1122,FL,Palm Beach,26.77569962,-80.34809875,1399060,unknown,fixed-tilt,180,20.0,74.5,113.4,greenfield,non-agrivoltaic,0.26902,8.105442225494261e-05
1123,1123,FL,Polk,27.79199982,-82.00019836,850631,c-si,single-axis,180,22.0,60.0,70.8,greenfield,non-agrivoltaic,0.319545,8.323232988216982e-05
1124,1124,FL,Osceola,28.16390038,-81.11090088,1416851,c-si,single-axis,180,25.0,74.5,115.5,greenfield,non-agrivoltaic,0.279794,8.151880472964341e-05
1125,1125,FL,Orange,28.51049995,-81.03700256,1609686,c-si,single-axis,180,,74.5,115.5,greenfield,non-agrivoltaic,0.0532416,7.175312452242239e-05
1126,1126,FL,Manatee,27.44669914,-82.07489777,1292396,unknown,single-axis,180,20.0,74.5,93.9,greenfield,non-agrivoltaic,0.0741814,7.265574947616676e-05
1127,1127,FL,Escambia,30.84869957,-87.34400177,1044220,unknown,fixed-tilt,180,20.0,74.5,105.3,greenfield,non-agrivoltaic,0.728041,0.00010084081898450518
1128,1128,FL,Polk,27.98670006,-82.04519653,59958,c-si,single-axis,180,0.0,2.7,2.7,greenfield,non-agrivoltaic,-0.566667,4.5031522065445815e-05
1129,1129,FL,Polk,27.9836998,-82.04239655,77721,c-si,single-axis,180,20.0,3.0,3.7,greenfield,non-agrivoltaic,-0.506938,4.7606181083619614e-05
1130,1130,FL,Suwannee,30.29770088,-82.87239838,1477856,c-si,single-axis,181,20.0,74.5,108.0,greenfield,non-agrivoltaic,0.0839966,7.307883853365958e-05
1131,1131,FL,Manatee,27.56990051,-82.19219971,1568050,c-si,single-axis,180,20.0,74.5,108.0,greenfield,non-agrivoltaic,-0.0135191,6.887535473996365e-05
1132,1132,FL,Volusia,28.89760017,-81.32949829,1022684,c-si,fixed-tilt,180,25.0,74.5,102.5,greenfield,non-agrivoltaic,0.713788,0.0001002264629152309
1133,1133,FL,Putnam,29.60700035,-81.84010315,1544130,c-si,single-axis,180,20.0,74.5,95.1,greenfield,non-agrivoltaic,-0.182575,6.158807872394164e-05
1134,1134,FL,DeSoto,27.33460045,-81.75430298,1476907,c-si,single-axis,180,20.0,74.5,94.3,greenfield,non-agrivoltaic,-0.130109,6.384965336341421e-05
1135,1135,FL,DeSoto,27.29980087,-81.78900146,2603595,c-si,fixed-tilt,195,20.0,74.5,114.0,greenfield,non-agrivoltaic,-0.595571,4.378561181750618e-05
1136,1136,FL,DeSoto,27.32379913,-81.79139709,1479077,unknown,single-axis,180,20.0,74.5,82.8,greenfield,non-agrivoltaic,-0.312656,5.5980858332595255e-05
1137,1137,FL,Manatee,27.58810043,-82.06700134,1343195,c-si,single-axis,180,25.0,74.5,102.5,greenfield,non-agrivoltaic,0.158969,7.631058781487424e-05
1138,1138,FL,Union,29.99909973,-82.29810333,1527150,c-si,single-axis,180,25.0,74.5,93.9,greenfield,non-agrivoltaic,-0.184918,6.148708378351832e-05
1139,1139,GA,Murray,34.71269989,-84.91860199,117762,c-si,fixed-tilt,180,20.0,5.5,7.1,greenfield,non-agrivoltaic,-0.212663,6.029109559959919e-05
1140,1140,GA,Jeff Davis,31.80890083,-82.58049774,371341,c-si,fixed-tilt,180,20.0,21.0,27.4,greenfield,non-agrivoltaic,0.100416,7.378662738561053e-05
1141,1141,GA,Washington,32.97940063,-82.59100342,122522,c-si,fixed-tilt,180,0.0,7.65,9.7,greenfield,non-agrivoltaic,0.225291,7.916945528150046e-05
1142,1142,GA,Walton,33.67649841,-83.67680359,463770,c-si,fixed-tilt,180,20.0,30.0,38.6,greenfield,non-agrivoltaic,0.319512,8.323091187442051e-05
1143,1143,GA,Twiggs,32.62419891,-83.38179779,359438,c-si,fixed-tilt,180,0.0,20.0,33.4,greenfield,non-agrivoltaic,0.544353,9.292284065680311e-05
1144,1144,AL,Russell,32.30479813,-84.99099731,472484,c-si,fixed-tilt,180,20.0,30.0,41.5,greenfield,non-agrivoltaic,0.42629,8.783366209226133e-05
1145,1145,GA,Decatur,30.96689987,-84.62529755,538009,c-si,single-axis,180,25.0,18.97,27.0,greenfield,non-agrivoltaic,-0.447112,5.018503407935555e-05
1146,1146,GA,Decatur,30.99250031,-84.63629913,2168026,thin-film,single-axis,180,20.0,81.06,110.0,greenfield,non-agrivoltaic,-0.434298,5.073739890573268e-05
1147,1147,GA,Taylor,32.57709885,-84.31680298,366298,thin-film,single-axis,197,0.0,22.0,29.0,greenfield,non-agrivoltaic,0.225316,7.917051144150391e-05
1148,1148,GA,Taylor,32.57339859,-84.25579834,947782,c-si,single-axis,180,0.0,30.48,42.5,greenfield,non-agrivoltaic,-0.571074,4.4841535289760725e-05
1149,1149,GA,Taylor,32.50249863,-84.25650024,1643782,c-si,fixed-tilt,200,25.0,101.2,148.5,greenfield,non-agrivoltaic,0.484445,9.03404466042334e-05
1150,1150,GA,Burke,33.03530121,-82.10870361,1252902,c-si,fixed-tilt,200,34.0,76.5,112.6,greenfield,non-agrivoltaic,0.473562,8.987135466301434e-05
1151,1151,GA,Richmond,33.38629913,-82.13379669,549424,c-si,fixed-tilt,195,20.0,30.0,42.5,greenfield,non-agrivoltaic,0.183169,7.735373773260724e-05
1152,1152,GA,Taylor,32.5848999,-84.30419922,2714273,thin-film,single-axis,180,20.0,146.0,180.0,greenfield,non-agrivoltaic,-0.0728907,6.631610011225842e-05
1153,1153,GA,Jenkins,32.82730103,-81.98210144,499886,c-si,single-axis,180,20.0,20.16,28.2,greenfield,non-agrivoltaic,-0.302634,5.6412862132566226e-05
1154,1154,GA,Camden,30.83230019,-81.55680084,433621,c-si,fixed-tilt,180,0.0,30.0,41.5,greenfield,non-agrivoltaic,0.608912,9.570569691043562e-05
1155,1155,GA,Candler,32.42070007,-82.10569763,822835,c-si,fixed-tilt,200,0.0,51.0,76.5,greenfield,non-agrivoltaic,0.545476,9.297125183056141e-05
1156,1156,GA,Effingham,32.28710175,-81.28369904,385131,c-si,single-axis,180,18.0,15.7,21.2,greenfield,non-agrivoltaic,-0.334339,5.504620505749991e-05
1157,1157,GA,Glynn,31.27400017,-81.44670105,260651,c-si,fixed-tilt,180,15.0,17.68,23.0,greenfield,non-agrivoltaic,0.435731,8.824059758067301e-05
1158,1158,GA,Taylor,32.55989838,-84.27999878,2469402,thin-film,single-axis,180,20.0,103.0,141.5,greenfield,non-agrivoltaic,-0.282023,5.730132234443805e-05
1159,1159,GA,Dougherty,31.5590992,-84.08519745,447980,c-si,fixed-tilt,185,15.0,31.16,43.2,greenfield,non-agrivoltaic,0.625782,9.643287646769946e-05
1160,1160,GA,Dougherty,31.51160049,-84.04389954,2924901,c-si,single-axis,180,20.0,120.0,174.0,greenfield,non-agrivoltaic,-0.231267,5.948919296755685e-05
1161,1161,GA,Early,31.40780067,-84.82749939,2307145,c-si,single-axis,180,20.0,102.5,139.7,greenfield,non-agrivoltaic,-0.206633,6.055102735198698e-05
1162,1162,GA,Jeff Davis,31.83250046,-82.60500336,1202918,c-si,single-axis,180,25.0,40.0,55.3,greenfield,non-agrivoltaic,-0.54486,4.597154585765613e-05
1163,1163,GA,Mitchell,31.19400024,-84.1312027,1421628,thin-film,single-axis,180,25.0,57.5,78.0,greenfield,non-agrivoltaic,-0.338503,5.48666739822232e-05
1164,1164,GA,DeKalb,33.66350174,-84.33560181,43512,thin-film,fixed-tilt,180,,1.0,1.0,landfill,non-agrivoltaic,-1.07819,2.2982165839308697e-05
1165,1165,GA,Upson,32.92070007,-84.34339905,16470,c-si,fixed-tilt,180,,1.0,1.0,greenfield,non-agrivoltaic,-0.202796,6.071645415907711e-05
1166,1166,GA,Mitchell,31.18560028,-84.13410187,291692,c-si,fixed-tilt,180,,16.0,20.3,greenfield,non-agrivoltaic,0.0031515,6.959395526788531e-05
1167,1167,GA,Jeff Davis,31.82019997,-82.59870148,1391249,thin-film,single-axis,180,25.0,52.5,71.3,greenfield,non-agrivoltaic,-0.422431,5.124891374584995e-05
1168,1168,GA,Lanier,31.02729988,-83.05509949,45298,c-si,fixed-tilt,180,0.0,1.8,2.0,greenfield,non-agrivoltaic,-0.587069,4.4152059693584704e-05
1169,1169,GA,Meriwether,32.96409988,-84.5428009,47480,c-si,fixed-tilt,180,25.0,2.4,3.2,greenfield,non-agrivoltaic,-0.0478198,6.739679865206403e-05
1170,1170,GA,Jefferson,32.88349915,-82.41110229,28088,c-si,fixed-tilt,180,20.0,1.0,1.2,greenfield,non-agrivoltaic,-0.620225,4.2722870976929646e-05
1171,1171,GA,Lowndes,30.80739975,-83.22910309,30639,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.627029,4.2429583210940306e-05
1172,1172,GA,Meriwether,33.04499817,-84.71530151,17158,c-si,fixed-tilt,180,0.0,1.0,2.0,greenfield,non-agrivoltaic,1.09279,0.00011656370206317752
1173,1173,GA,Cook,31.04179955,-83.38539886,52522,c-si,fixed-tilt,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-1.16965,1.9039640531586764e-05
1174,1174,GA,Putnam,33.30720139,-83.39219666,20578,c-si,fixed-tilt,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.0330416,6.803382252891437e-05
1175,1175,GA,Walton,33.83879852,-83.63800049,21365,c-si,fixed-tilt,180,15.0,1.0,1.3,greenfield,non-agrivoltaic,-0.199763,6.0847179967236136e-05
1176,1176,GA,Walton,33.73649979,-83.69670105,47788,c-si,fixed-tilt,180,0.0,2.5,3.3,greenfield,non-agrivoltaic,-0.0093517,6.905499288524316e-05
1177,1177,GA,Laurens,32.58140183,-82.9260025,99026,c-si,single-axis,180,18.0,4.1,4.4,greenfield,non-agrivoltaic,-0.580557,4.4432775230747486e-05
1178,1178,GA,Early,31.13629913,-85.03099823,37174,c-si,single-axis,180,0.0,1.5,1.8,greenfield,non-agrivoltaic,-0.488037,4.84209393662237e-05
1179,1179,GA,Colquitt,31.21839905,-83.78050232,26573,c-si,fixed-tilt,180,0.0,1.6,2.0,greenfield,non-agrivoltaic,0.134698,7.526436608587664e-05
1180,1180,GA,Lowndes,30.8567009,-83.34190369,19804,c-si,fixed-tilt,180,0.0,1.2,1.5,greenfield,non-agrivoltaic,0.145785,7.574227428802263e-05
1181,1181,GA,Walton,33.84489822,-83.69709778,49021,c-si,fixed-tilt,180,20.0,3.0,4.0,greenfield,non-agrivoltaic,0.281623,8.159768262581343e-05
1182,1182,GA,Mitchell,31.28289986,-84.21980286,4285193,c-si,single-axis,180,25.0,171.4,224.0,greenfield,non-agrivoltaic,-0.398673,5.2273024808917594e-05
1183,1183,GA,Terrell,31.86359978,-84.35939789,1973625,thin-film,single-axis,180,20.0,74.0,105.5,greenfield,non-agrivoltaic,-0.371254,5.345493698144278e-05
1184,1184,GA,Lowndes,30.95319939,-83.21640015,614682,c-si,fixed-tilt,180,20.0,49.5,66.2,greenfield,non-agrivoltaic,0.887118,0.00010769796415056892
1185,1185,GA,Effingham,32.23279953,-81.36630249,89494,c-si,single-axis,180,20.0,3.6,4.7,greenfield,non-agrivoltaic,-0.393002,5.25174872058462e-05
1186,1186,GA,Burke,33.10219955,-82.01000214,13240,c-si,fixed-tilt,180,0.0,2.4,3.2,greenfield,non-agrivoltaic,3.99561,0.00024169184290030214
1187,1187,GA,Terrell,31.82299995,-84.3812027,36846,c-si,single-axis,180,25.0,1.9,2.5,greenfield,non-agrivoltaic,-0.0373068,6.784997014601313e-05
1188,1188,GA,Columbia,33.43439865,-82.19309998,36871,c-si,single-axis,180,20.0,1.4,1.8,greenfield,non-agrivoltaic,-0.478805,4.881885492663611e-05
1189,1189,GA,Muscogee,32.49369812,-84.86180115,37920,c-si,single-axis,180,20.0,1.5,2.1,greenfield,non-agrivoltaic,-0.326601,5.537974683544304e-05
1190,1190,GA,Thomas,30.99110031,-84.06529999,39637,c-si,single-axis,180,20.0,1.4,1.9,greenfield,non-agrivoltaic,-0.49931,4.793501021772586e-05
1191,1191,GA,Richmond,33.36339951,-82.02179718,26207,c-si,fixed-tilt,180,,2.3,2.8,greenfield,non-agrivoltaic,0.867253,0.00010684168351967031
1192,1192,GA,Troup,32.895401,-84.89320374,83690,c-si,single-axis,180,20.0,2.3,2.9,greenfield,non-agrivoltaic,-0.807466,3.465169076353208e-05
1193,1193,GA,Sumter,32.18299866,-84.1486969,33864,c-si,single-axis,180,0.0,1.4,1.8,greenfield,non-agrivoltaic,-0.37824,5.315379163713678e-05
1194,1194,GA,Troup,32.99940109,-85.03430176,42681,c-si,fixed-tilt,180,20.0,2.3,3.0,greenfield,non-agrivoltaic,0.0192731,7.028888732691362e-05
1195,1195,GA,Colquitt,31.07419968,-83.59750366,496103,thin-film,single-axis,180,0.0,20.0,30.0,greenfield,non-agrivoltaic,-0.208483,6.047131341677031e-05
1196,1196,GA,Tattnall,32.03630066,-82.14080048,72996,c-si,fixed-tilt,180,,1.1,1.7,greenfield,non-agrivoltaic,-1.07107,2.328894733958025e-05
1197,1197,GA,Lowndes,30.83320045,-83.21990204,40469,c-si,single-axis,180,20.0,1.5,2.0,greenfield,non-agrivoltaic,-0.464847,4.942054412019076e-05
1198,1198,GA,Lowndes,30.69000053,-83.16570282,63432,c-si,single-axis,180,,2.3,3.0,greenfield,non-agrivoltaic,-0.514163,4.729474082482028e-05
1199,1199,GA,Terrell,31.78860092,-84.45780182,45082,c-si,single-axis,180,,1.7,2.3,greenfield,non-agrivoltaic,-0.427785,5.101814471407657e-05
1200,1200,GA,Richmond,33.33620071,-82.06079865,54283,c-si,single-axis,55,,2.5,3.5,greenfield,non-agrivoltaic,-0.115558,6.447690805592911e-05
1201,1201,GA,Columbia,33.56840134,-82.30249786,46765,c-si,single-axis,55,,2.0,2.6,greenfield,non-agrivoltaic,-0.321558,5.5597134609216294e-05
1202,1202,GA,Wayne,31.60230064,-81.93409729,69389,c-si,single-axis,55,0.0,2.6,3.5,greenfield,non-agrivoltaic,-0.441191,5.04402715127758e-05
1203,1203,GA,Emanuel,32.6053009,-82.32060242,56705,c-si,fixed-tilt,180,20.0,2.9,4.3,greenfield,non-agrivoltaic,0.147845,7.583105546248126e-05
1204,1204,GA,Madison,34.09500122,-83.14499664,38181,c-si,fixed-tilt,180,0.0,2.2,2.8,greenfield,non-agrivoltaic,0.089937,7.333490479557895e-05
1205,1205,GA,Early,31.40480042,-84.83719635,317492,unknown,single-axis,180,20.0,20.0,29.0,greenfield,non-agrivoltaic,0.507654,9.134088417975886e-05
1206,1206,GA,Brooks,30.85560036,-83.64779663,3620456,c-si,single-axis,180,0.0,150.0,225.0,greenfield,non-agrivoltaic,-0.169612,6.214686768738524e-05
1207,1207,GA,Telfair,32.05759811,-82.8730011,54250,c-si,single-axis,180,0.0,1.9,2.7,greenfield,non-agrivoltaic,-0.45675,4.976958525345622e-05
1208,1208,GA,Decatur,30.74239922,-84.66280365,2049519,unknown,,180,25.0,213.0,298.0,greenfield,non-agrivoltaic,1.76176,0.00014539996945624802
1209,1209,GA,Bulloch,32.38399887,-81.68499756,72624,c-si,single-axis,180,20.0,2.7,3.6,greenfield,non-agrivoltaic,-0.461371,4.95703899537343e-05
1210,1210,GA,Greene,33.63489914,-83.09300232,79257,c-si,single-axis,180,0.0,3.0,4.0,greenfield,non-agrivoltaic,-0.44053,5.04687283142183e-05
1211,1211,GA,Franklin,34.44889832,-83.09470367,71406,c-si,single-axis,180,0.0,3.0,4.0,greenfield,non-agrivoltaic,-0.311801,5.601770159370361e-05
1212,1212,GA,Meriwether,32.88019943,-84.64929962,70139,c-si,single-axis,180,0.0,3.0,4.0,greenfield,non-agrivoltaic,-0.288326,5.702961262635623e-05
1213,1213,GA,Murray,34.7682991,-84.8167038,80103,c-si,single-axis,180,0.0,3.0,4.0,greenfield,non-agrivoltaic,-0.452896,4.993570777623809e-05
1214,1214,GA,Putnam,33.31819916,-83.40180206,70028,c-si,single-axis,180,25.0,2.7,3.6,greenfield,non-agrivoltaic,-0.41874,5.1408008225281316e-05
1215,1215,GA,Troup,32.89960098,-84.89409637,40352,c-si,single-axis,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,-0.461523,4.956383822363204e-05
1216,1216,GA,Bleckley,32.36840057,-83.36830139,68233,c-si,single-axis,55,0.0,2.6,3.5,greenfield,non-agrivoltaic,-0.421366,5.1294828015769496e-05
1217,1217,GA,Harris,32.79539871,-84.69429779,54538,c-si,single-axis,55,0.0,2.1,2.8,greenfield,non-agrivoltaic,-0.42031,5.134034984781253e-05
1218,1218,GA,Polk,34.02059937,-85.27829742,57152,c-si,single-axis,55,20.0,2.2,3.0,greenfield,non-agrivoltaic,-0.393602,5.249160134378499e-05
1219,1219,GA,Bibb,32.68629837,-83.62729645,779455,unknown,fixed-tilt,180,0.0,128.0,175.0,greenfield,non-agrivoltaic,3.5971501,0.00022451584761147211
1220,1220,GA,Jeff Davis,31.70269966,-82.74120331,2882066,thin-film,single-axis,180,25.0,86.0,122.8,greenfield,non-agrivoltaic,-0.622882,4.260832333471891e-05
1221,1221,GA,Stewart,32.02679825,-84.73670197,2908652,unknown,single-axis,180,25.0,100.0,140.0,greenfield,non-agrivoltaic,-0.494734,4.8132261955022465e-05
1222,1222,GA,Appling,31.87630081,-82.32830048,601269,c-si,single-axis,180,25.0,25.0,37.0,greenfield,non-agrivoltaic,-0.183771,6.153651693335262e-05
1223,1223,GA,Brooks,30.8743,-83.65969849,3480613,unknown,single-axis,180,25.0,150.0,210.0,greenfield,non-agrivoltaic,-0.211663,6.033419975159548e-05
1224,1224,HI,Kauai,21.90130043,-159.5829926,72924,c-si,fixed-tilt,180,14.0,5.76,7.2,greenfield,non-agrivoltaic,0.67914,9.873292743129835e-05
1225,1225,HI,Kauai,21.90259933,-159.451004,140706,c-si,fixed-tilt,180,20.0,12.0,14.2,greenfield,non-agrivoltaic,0.729869,0.00010091964806049493
1226,1226,HI,Kauai,22.12969971,-159.3059998,156038,c-si,fixed-tilt,180,20.0,12.0,14.5,greenfield,non-agrivoltaic,0.544428,9.292608210820442e-05
1227,1227,HI,Honolulu,21.45709991,-158.1900024,562732,c-si,single-axis,180,25.0,27.6,40.3,greenfield,non-agrivoltaic,0.0500352,7.161490727379996e-05
1228,1228,HI,Honolulu,21.62150002,-158.0500031,849849,thin-film,single-axis,180,30.0,48.75,62.7,greenfield,non-agrivoltaic,0.100212,7.377781229371335e-05
1229,1229,HI,Honolulu,21.42169952,-158.0160065,722048,thin-film,single-axis,180,,14.7,18.0,greenfield,non-agrivoltaic,-1.03302,2.4929090586775394e-05
1230,1230,HI,Honolulu,21.45249939,-157.9839935,701803,c-si,single-axis,180,25.0,45.9,59.9,greenfield,non-agrivoltaic,0.368709,8.535158726879195e-05
1231,1231,HI,Honolulu,21.33779907,-158.0110016,282174,c-si,fixed-tilt,180,25.0,20.0,28.0,contaminated,non-agrivoltaic,0.690661,9.922955339613146e-05
1232,1232,HI,Kauai,21.99950027,-159.3809967,169819,c-si,fixed-tilt,180,0.0,13.0,17.0,greenfield,non-agrivoltaic,0.711007,0.00010010658406892043
1233,1233,HI,Kauai,21.90850067,-159.4909973,419463,c-si,single-axis,180,20.0,20.0,28.0,greenfield,non-agrivoltaic,-0.062778,6.675201388441888e-05
1234,1234,HI,Kauai,21.9958992,-159.7610016,371508,c-si,single-axis,180,0.0,14.0,19.3,greenfield,non-agrivoltaic,-0.406157,5.195042906209288e-05
1235,1235,HI,Maui,20.76580048,-156.9230041,43621,c-si,single-axis,180,0.0,1.2,1.2,greenfield,non-agrivoltaic,-0.973152,2.7509685701840855e-05
1236,1236,HI,Honolulu,21.37630081,-157.9680023,18094,c-si,fixed-tilt,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,-0.0727926,6.632032718028075e-05
1237,1237,HI,Honolulu,21.40730095,-158.1529999,85320,c-si,fixed-tilt,180,20.0,5.0,6.2,greenfield,non-agrivoltaic,0.0744565,7.266760431317394e-05
1238,1238,HI,Honolulu,21.47120094,-158.0140076,52891,c-si,fixed-tilt,180,20.0,5.0,5.0,greenfield,non-agrivoltaic,0.581731,9.45340417084192e-05
1239,1239,HI,Honolulu,21.46920013,-158.0160065,18698,c-si,fixed-tilt,180,0.0,1.5,1.5,greenfield,non-agrivoltaic,0.24972,8.022248368809498e-05
1240,1240,HI,Kauai,22.0802002,-159.3320007,12760,c-si,fixed-tilt,180,20.0,1.0,1.2,greenfield,non-agrivoltaic,0.57036,9.404388714733542e-05
1241,1241,HI,Honolulu,21.6807003,-157.9839935,46036,c-si,fixed-tilt,180,0.0,3.5,6.0,greenfield,non-agrivoltaic,1.41222,0.0001303327830393605
1242,1242,HI,Honolulu,21.32279968,-158.0440063,67479,c-si,fixed-tilt,180,20.0,5.0,6.1,greenfield,non-agrivoltaic,0.485791,9.039849434638925e-05
1243,1243,HI,Honolulu,21.31579971,-158.1049957,14337,c-si,fixed-tilt,180,20.0,1.0,1.2,greenfield,non-agrivoltaic,0.330383,8.369951872776731e-05
1244,1244,HI,Maui,20.88500023,-156.6560059,35420,c-si,fixed-tilt,45,0.0,2.9,3.9,greenfield,non-agrivoltaic,0.943011,0.0001101072840203275
1245,1245,HI,Honolulu,21.36689949,-157.9850006,161780,c-si,fixed-tilt,180,0.0,10.2,14.3,greenfield,agrivoltaic,0.439235,8.839164297193721e-05
1246,1246,IA,Marshall,42.04140091,-92.87460327,42317,unknown,fixed-tilt,180,0.0,2.6,3.4,greenfield,non-agrivoltaic,0.252585,8.034596025238084e-05
1247,1247,IA,Muscatine,41.5965004,-91.03520203,37200,c-si,fixed-tilt,180,20.0,1.8,2.3,greenfield,non-agrivoltaic,-0.17701,6.18279569892473e-05
1248,1248,IA,Dubuque,42.49169922,-90.79180145,67394,c-si,fixed-tilt,177,0.0,3.4,5.0,contaminated,non-agrivoltaic,0.109788,7.419058076386622e-05
1249,1249,IA,Clayton,42.67850113,-91.54509735,34688,c-si,single-axis,180,0.0,1.3,1.6,greenfield,agrivoltaic,-0.541289,4.612546125461255e-05
1250,1250,IA,Black Hawk,42.48160172,-92.45800018,27875,c-si,fixed-tilt,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,0.0531431,7.174887892376682e-05
1251,1251,IA,Davis,40.74679947,-92.43689728,30231,c-si,single-axis,180,0.0,1.6,1.8,greenfield,non-agrivoltaic,-0.230052,5.9541530217326585e-05
1252,1252,IA,Winnebago,43.27489853,-93.62870026,46106,thin-film,single-axis,180,0.0,3.0,4.0,greenfield,non-agrivoltaic,0.401304,8.675660434650588e-05
1253,1253,IA,Louisa,41.16159821,-91.17749786,2365314,c-si,single-axis,182,20.0,100.0,128.0,greenfield,non-agrivoltaic,-0.355931,5.4115436681979645e-05
1254,1254,IA,Story,42.00350189,-93.61720276,26781,c-si,single-axis,180,20.0,2.0,2.2,greenfield,non-agrivoltaic,0.294385,8.214779134461e-05
1255,1255,ID,Ada,43.4408989,-116.3290024,794752,c-si,single-axis,180,0.0,40.0,54.6,greenfield,non-agrivoltaic,-0.0175714,6.870067643742954e-05
1256,1256,ID,Elmore,43.01599884,-116.0159988,2256488,c-si,single-axis,180,10.0,80.0,108.0,greenfield,non-agrivoltaic,-0.501004,4.786198730061937e-05
1257,1257,ID,Owyhee,43.21139908,-116.4420013,553649,c-si,single-axis,180,25.0,20.0,26.0,greenfield,non-agrivoltaic,-0.521902,4.696116131339531e-05
1258,1258,ID,Elmore,43.14730072,-115.7220001,648010,c-si,single-axis,180,0.0,20.0,28.5,greenfield,non-agrivoltaic,-0.591042,4.398080276538942e-05
1259,1259,ID,Ada,43.46889877,-116.2890015,695405,thin-film,single-axis,180,25.0,20.0,26.0,greenfield,non-agrivoltaic,-0.743981,3.7388284524845235e-05
1260,1260,ID,Elmore,43.32509995,-115.939003,616772,thin-film,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.6334,4.215496163898491e-05
1261,1261,ID,Power,42.83100128,-112.7429962,574352,c-si,single-axis,180,25.0,20.0,26.0,greenfield,non-agrivoltaic,-0.561171,4.526840683065437e-05
1262,1262,ID,Power,42.82569885,-112.7490005,579610,c-si,single-axis,180,0.0,20.0,26.0,greenfield,non-agrivoltaic,-0.570698,4.4857749176170185e-05
1263,1263,ID,Twin Falls,42.53820038,-114.4110031,18323,c-si,fixed-tilt,180,0.0,2.0,2.0,greenfield,non-agrivoltaic,0.92086,0.00010915243137040878
1264,1264,IL,Cook,41.67499924,-87.64839935,134242,c-si,single-axis,180,25.0,8.25,10.0,greenfield,non-agrivoltaic,0.116788,7.449233473875538e-05
1265,1265,IL,LaSalle,41.14630127,-88.7539978,503367,thin-film,fixed-tilt,180,0.0,20.0,22.8,greenfield,agrivoltaic,-0.560555,4.529498358056846e-05
1266,1266,IL,Winnebago,42.17369843,-89.08899689,130888,c-si,fixed-tilt,180,0.0,2.6,3.1,greenfield,non-agrivoltaic,-1.06189,2.3684371370943097e-05
1267,1267,IL,Williamson,37.75059891,-89.08519745,22662,c-si,fixed-tilt,180,0.0,1.6,1.9,greenfield,non-agrivoltaic,0.333661,8.384079075103698e-05
1268,1268,IL,Perry,38.19599915,-89.5667038,2191049,c-si,,180,0.0,99.0,132.3,greenfield,non-agrivoltaic,-0.210554,6.038203618449428e-05
1269,1269,IL,Champaign,40.2859993,-88.1339035,33925,thin-film,fixed-tilt,180,0.0,1.0,2.2,greenfield,non-agrivoltaic,-0.106927,6.484893146647016e-05
1270,1270,IL,Champaign,40.13710022,-88.29219818,27679,c-si,single-axis,180,0.0,1.6,2.1,greenfield,non-agrivoltaic,0.148743,7.586979298385058e-05
1271,1271,IL,Champaign,40.08169937,-88.24410248,68099,c-si,fixed-tilt,180,15.0,4.7,5.8,greenfield,non-agrivoltaic,0.3645,8.517011997239313e-05
1272,1272,IL,McHenry,42.16500092,-88.46360016,26579,c-si,single-axis,180,30.0,1.9,2.2,greenfield,non-agrivoltaic,0.308869,8.277211332254788e-05
1273,1273,IL,McHenry,42.16450119,-88.38230133,14607,c-si,single-axis,180,30.0,1.5,1.7,greenfield,non-agrivoltaic,1.08859,0.00011638255630861915
1274,1274,IL,McHenry,42.18569946,-88.40869904,18976,c-si,single-axis,180,30.0,1.3,1.6,greenfield,non-agrivoltaic,0.344709,8.431703204047218e-05
1275,1275,IL,Henderson,40.92020035,-90.94850159,34590,c-si,single-axis,52,10.0,1.4,1.9,greenfield,non-agrivoltaic,-0.337054,5.492917028042787e-05
1276,1276,IL,Kane,41.82339859,-88.33809662,33832,c-si,single-axis,180,10.0,2.0,2.8,greenfield,non-agrivoltaic,0.308631,8.27618822416647e-05
1277,1277,IL,Macoupin,39.34840012,-89.7940979,47088,unknown,,180,0.0,2.7,2.7,greenfield,non-agrivoltaic,-0.281138,5.733944954128441e-05
1278,1278,IL,Peoria,40.69369888,-89.97940063,20423,c-si,single-axis,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,1.5692199,0.00013710032806149927
1279,1279,IL,Will,41.45539856,-87.75140381,21109,c-si,fixed-tilt,180,0.0,1.6,2.1,greenfield,non-agrivoltaic,0.696556,9.94836325737837e-05
1280,1280,IL,Fayette,39.01060104,-88.84410095,29037,unknown,,180,20.0,1.8,2.2,greenfield,non-agrivoltaic,0.146322,7.576540276199333e-05
1281,1281,IL,Clinton,38.5945015,-89.27519989,49431,c-si,single-axis,180,20.0,2.0,2.9,greenfield,non-agrivoltaic,-0.250326,5.8667637717221985e-05
1282,1282,IL,DeKalb,41.92520142,-88.67189789,58119,unknown,,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,-0.493695,4.817701612209432e-05
