,Unnamed: 0,p_state,p_county,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore,efficiency
1283,1283,IL,Vermilion,39.88700104,-87.68460083,59652,c-si,fixed-tilt,180,,2.0,2.9,greenfield,non-agrivoltaic,-0.483528,4.8615302085428816e-05
1284,1284,IL,LaSalle,41.53919983,-89.14820099,39135,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.129372,6.388143605468251e-05
1285,1285,IL,McHenry,42.29000092,-88.40660095,46140,unknown,,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.153249,6.285218899003035e-05
1286,1286,IL,Christian,39.51300049,-89.03739929,26138,unknown,,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,0.163757,7.651694850409365e-05
1287,1287,IL,Kankakee,41.06740189,-87.78780365,49507,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.205555,6.059749126386168e-05
1288,1288,IL,Boone,42.21559906,-88.92449951,57641,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.403933,5.204628649745841e-05
1289,1289,IL,Kankakee,41.20800018,-87.83509827,57875,unknown,,180,30.0,2.0,3.0,greenfield,non-agrivoltaic,-0.408815,5.183585313174946e-05
1290,1290,IL,Kankakee,41.10269928,-87.97730255,52563,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.287288,5.707436790137549e-05
1291,1291,IL,Madison,38.81760025,-89.99610138,31436,unknown,,180,25.0,2.0,2.8,greenfield,non-agrivoltaic,0.454969,8.906985621580354e-05
1292,1292,IL,Boone,42.42060089,-88.84819794,48486,c-si,single-axis,180,40.0,2.0,2.7,greenfield,non-agrivoltaic,-0.319492,5.5686177453285487e-05
1293,1293,IL,Richland,38.72029877,-88.13009644,45361,unknown,,180,10.0,2.0,2.7,greenfield,non-agrivoltaic,-0.230494,5.952249729944226e-05
1294,1294,IL,Stephenson,42.3390007,-89.63929749,38458,c-si,single-axis,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.103284,6.500598055021061e-05
1295,1295,IL,Morgan,39.61360168,-90.22380066,40206,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.0619508,7.212853802914988e-05
1296,1296,IL,Jefferson,38.31639862,-88.7542038,52090,c-si,single-axis,180,20.0,2.0,2.9,greenfield,non-agrivoltaic,-0.319801,5.5672873872144364e-05
1297,1297,IL,Jo Daviess,42.34659958,-90.01100159,75220,c-si,fixed-tilt,182,0.0,3.8,5.4,greenfield,non-agrivoltaic,0.0540836,7.178941770805638e-05
1298,1298,IL,Morgan,39.60609818,-90.22440338,37978,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.160115,7.63599978935173e-05
1299,1299,IL,McDonough,40.55329895,-90.85379791,80042,c-si,single-axis,144,0.0,4.0,5.8,greenfield,non-agrivoltaic,0.0696857,7.246195747232703e-05
1300,1300,IL,Fayette,39.16630173,-89.05269623,2327733,unknown,single-axis,182,0.0,99.0,135.5,greenfield,non-agrivoltaic,-0.260916,5.8211143632023087e-05
1301,1301,IL,Whiteside,41.77080154,-89.8368988,39935,c-si,single-axis,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,-0.0428769,6.76098660323025e-05
1302,1302,IL,Iroquois,40.76850128,-87.74559784,48374,c-si,single-axis,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,-0.268544,5.7882333484929916e-05
1303,1303,IL,Stephenson,42.31200027,-89.90869904,39284,c-si,single-axis,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,-0.0168849,6.873027186640873e-05
1304,1304,IL,Marshall,41.03290176,-89.39839935,36251,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.244508,7.99977931643265e-05
1305,1305,IL,Kankakee,41.12540054,-87.82350159,38132,c-si,single-axis,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,0.0921232,7.342914087905172e-05
1306,1306,IL,McHenry,42.2179985,-88.49909973,56118,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.412504,5.1676823835489504e-05
1307,1307,IL,McHenry,42.24620056,-88.584198,55661,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.402661,5.2101112089254594e-05
1308,1308,IL,Kankakee,41.09329987,-87.87180328,54245,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.37111,5.346114849294866e-05
1309,1309,IL,Kankakee,41.19200134,-87.66750336,66270,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.596156,4.376037422664856e-05
1310,1310,IL,Will,41.47159958,-88.04389954,35254,c-si,single-axis,180,20.0,2.0,2.3,greenfield,non-agrivoltaic,-0.0978358,6.524082373631361e-05
1311,1311,IL,Kane,41.95470047,-88.48079681,46551,c-si,single-axis,180,20.0,2.0,2.9,greenfield,non-agrivoltaic,-0.166123,6.229726536486863e-05
1312,1312,IL,Stephenson,42.37310028,-89.80999756,30916,c-si,single-axis,180,20.0,2.0,2.6,greenfield,non-agrivoltaic,0.339647,8.409884849268987e-05
1313,1313,IL,St. Clair,38.59180069,-90.18319702,20181,c-si,single-axis,180,25.0,1.8,1.8,contaminated,non-agrivoltaic,0.457821,8.919280511372083e-05
1314,1314,IL,Whiteside,41.76720047,-89.67019653,13731,c-si,fixed-tilt,180,23.0,1.0,1.3,greenfield,non-agrivoltaic,0.585031,9.467627995047702e-05
1315,1315,IL,Livingston,40.91899872,-88.6257019,31466,unknown,,180,0.0,2.0,2.7,greenfield,non-agrivoltaic,0.379272,8.580690268861629e-05
1316,1316,IL,Winnebago,42.16120148,-89.04109955,42432,unknown,,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.0258309,6.83446455505279e-05
1317,1317,IL,Clinton,38.58800125,-89.14900208,58194,unknown,,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,-0.495136,4.8114925937381856e-05
1318,1318,IL,DeKalb,41.67380142,-88.6638031,46615,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.11834,6.435696664163896e-05
1319,1319,IL,Williamson,37.8268013,-89.01309967,46979,unknown,,180,25.0,2.0,2.9,greenfield,non-agrivoltaic,-0.179289,6.172970901892334e-05
1320,1320,IL,Williamson,37.83409882,-89.04199982,47086,unknown,,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.182544,6.158943210296053e-05
1321,1321,IL,Ogle,42.06309891,-89.43430328,35623,unknown,,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.277225,8.140807905005194e-05
1322,1322,IL,LaSalle,41.11610031,-88.86299896,53677,unknown,,180,33.0,2.0,3.0,greenfield,non-agrivoltaic,-0.314767,5.5889859716452115e-05
1323,1323,IL,Stephenson,42.38040161,-89.84120178,55382,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.354683,5.4169224657831064e-05
1324,1324,IL,Stephenson,42.37060165,-89.79589844,47410,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.143376,6.327778949588694e-05
1325,1325,IL,DeKalb,41.95349884,-88.83249664,37175,unknown,,180,30.0,2.0,3.0,greenfield,non-agrivoltaic,0.260784,8.069939475453934e-05
1326,1326,IL,Cook,41.49319839,-87.78450012,41254,unknown,,180,25.0,2.0,2.3,greenfield,non-agrivoltaic,-0.317961,5.5752169486595234e-05
1327,1327,IL,DeKalb,41.69469833,-88.65930176,54122,unknown,,180,23.0,2.0,3.0,greenfield,non-agrivoltaic,-0.325427,5.5430324082628134e-05
1328,1328,IL,Williamson,37.78979874,-89.06390381,46473,unknown,,180,20.0,2.0,2.9,greenfield,non-agrivoltaic,-0.163697,6.240182471542616e-05
1329,1329,IL,Macoupin,39.40449905,-90.00250244,56943,unknown,,180,17.0,2.0,3.0,greenfield,non-agrivoltaic,-0.389133,5.2684263210579e-05
1330,1330,IL,Will,41.25429916,-88.21849823,35324,unknown,,180,20.0,2.0,2.5,greenfield,non-agrivoltaic,0.0305135,7.077341184463821e-05
1331,1331,IL,Grundy,41.19680023,-88.30419922,48366,unknown,,180,20.0,2.0,2.9,greenfield,non-agrivoltaic,-0.220357,5.995947566472315e-05
1332,1332,IL,Whiteside,41.72019959,-89.80180359,53937,unknown,,180,0.0,2.0,3.0,greenfield,non-agrivoltaic,-0.321017,5.562044607597753e-05
1333,1333,IL,Stephenson,42.35449982,-89.8361969,54582,unknown,,180,17.0,2.0,3.0,greenfield,non-agrivoltaic,-0.336265,5.496317467296911e-05
1334,1334,IL,St. Clair,38.4856987,-90.01480103,125452,unknown,,180,0.0,9.9,13.3,contaminated,non-agrivoltaic,0.848113,0.00010601664381596149
1335,1335,IL,Vermilion,40.11220169,-87.6516037,30577,unknown,,180,0.0,2.0,2.6,greenfield,non-agrivoltaic,0.361278,8.503123262582987e-05
1336,1336,IL,Henry,41.42760086,-90.1548996,21129,c-si,fixed-tilt,180,0.0,0.9,1.2,greenfield,non-agrivoltaic,-0.293792,5.679397983813716e-05
1337,1337,IL,Franklin,37.90250015,-88.87719727,49703,unknown,,180,27.0,2.0,2.8,greenfield,non-agrivoltaic,-0.304449,5.6334627688469506e-05
1338,1338,IL,Morgan,39.82089996,-90.54799652,43876,unknown,,180,,2.0,3.0,greenfield,non-agrivoltaic,-0.0251381,6.837450998267846e-05
1339,1339,IL,Morgan,39.82170105,-90.55200195,41528,unknown,,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,0.0086832,6.983240223463687e-05
1340,1340,IL,Will,41.38840103,-87.59049988,43599,unknown,,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,-0.0150604,6.88089176357256e-05
1341,1341,IL,Will,41.39649963,-87.59480286,117954,unknown,,180,25.0,2.0,3.0,greenfield,non-agrivoltaic,-1.02131,2.5433643623785543e-05
1342,1342,IL,Whiteside,41.8553009,-90.16190338,46193,c-si,single-axis,180,25.0,2.0,2.9,greenfield,non-agrivoltaic,-0.154922,6.278007490312384e-05
1343,1343,IN,Marion,39.73749924,-86.21839905,140037,c-si,fixed-tilt,180,20.0,7.89,10.5,contaminated,non-agrivoltaic,0.128105,7.498018380856488e-05
1344,1344,IN,Marion,39.79729843,-86.22429657,192144,c-si,fixed-tilt,180,20.0,8.82,11.2,greenfield,non-agrivoltaic,-0.259095,5.82896161212424e-05
1345,1345,IN,Marion,39.66180038,-85.98410034,415367,c-si,fixed-tilt,180,0.0,10.1,13.9,greenfield,non-agrivoltaic,-0.83501,3.3464382100648346e-05
1346,1346,IN,Marion,39.65359879,-86.26000214,192935,c-si,fixed-tilt,177,0.0,8.6,11.9,greenfield,non-agrivoltaic,-0.18047,6.167880374219297e-05
1347,1347,IN,Clay,39.52080154,-87.18049622,119114,thin-film,fixed-tilt,180,0.0,5.2,7.0,greenfield,non-agrivoltaic,-0.248015,5.876723139177595e-05
1348,1348,IN,St. Joseph,41.71319962,-86.48719788,105282,thin-film,fixed-tilt,180,0.0,5.01,6.4,greenfield,non-agrivoltaic,-0.20111,6.078911874774416e-05
1349,1349,IN,Howard,40.47359848,-86.14649963,102700,c-si,fixed-tilt,180,0.0,5.4,7.0,greenfield,non-agrivoltaic,-0.0301217,6.815968841285296e-05
1350,1350,IN,Madison,40.05239868,-85.73339844,88508,c-si,fixed-tilt,180,0.0,5.0,6.2,greenfield,non-agrivoltaic,0.0137351,7.005016495684007e-05
1351,1351,IN,Madison,40.14039993,-85.68969727,160325,c-si,single-axis,180,25.0,8.1,10.2,greenfield,non-agrivoltaic,-0.135419,6.362077031030719e-05
1352,1352,IN,Montgomery,40.05310059,-86.88749695,53670,c-si,fixed-tilt,180,0.0,3.0,3.7,greenfield,non-agrivoltaic,-0.0120237,6.89398174026458e-05
1353,1353,IN,Martin,38.81800079,-86.87960052,319243,c-si,fixed-tilt,180,0.0,17.0,24.3,greenfield,non-agrivoltaic,0.154491,7.611756561616074e-05
1354,1354,IN,Wayne,39.83909988,-84.81990051,150829,c-si,single-axis,180,25.0,7.5,9.8,greenfield,non-agrivoltaic,-0.10402,6.497424235392399e-05
1355,1355,IN,Wayne,39.83909988,-84.82810211,124642,c-si,single-axis,180,25.0,6.7,8.7,greenfield,non-agrivoltaic,0.0079294,6.979990693345741e-05
1356,1356,IN,Tipton,40.27780151,-86.07589722,95007,c-si,single-axis,180,25.0,5.3,6.7,greenfield,non-agrivoltaic,0.0246606,7.052111949645816e-05
1357,1357,IN,Madison,40.21580124,-85.77420044,16916,c-si,fixed-tilt,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,0.0343493,7.093875620714117e-05
1358,1358,IN,Marion,39.69490051,-86.31490326,213779,c-si,fixed-tilt,180,0.0,10.0,12.5,greenfield,non-agrivoltaic,-0.254874,5.847159917484879e-05
1359,1359,IN,Montgomery,40.05680084,-86.88819885,148717,c-si,fixed-tilt,180,20.0,7.9,10.4,greenfield,non-agrivoltaic,0.0109817,6.993148059737623e-05
1360,1360,IN,Montgomery,40.05020142,-86.88259888,43466,c-si,single-axis,180,20.0,2.3,3.2,greenfield,non-agrivoltaic,0.0965685,7.36207610546174e-05
1361,1361,IN,Lake,41.46289825,-87.26010132,36277,c-si,fixed-tilt,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,-0.332363,5.513135044242909e-05
1362,1362,IN,Lake,41.53010178,-87.3082962,21647,c-si,fixed-tilt,180,,1.0,1.3,greenfield,non-agrivoltaic,-0.218152,6.005451101769298e-05
1363,1363,IN,DeKalb,41.43389893,-85.04290009,26079,c-si,fixed-tilt,180,,1.0,1.3,greenfield,non-agrivoltaic,-0.454918,4.984853713716017e-05
1364,1364,IN,Marion,39.69979858,-86.32240295,187490,c-si,single-axis,180,25.0,7.5,9.8,greenfield,non-agrivoltaic,-0.398756,5.226945437089978e-05
1365,1365,IN,Porter,41.50299835,-87.16130066,22806,c-si,fixed-tilt,180,,1.0,1.3,greenfield,non-agrivoltaic,-0.288954,5.7002543190388496e-05
1366,1366,IN,Marion,39.76240158,-86.30130005,49594,c-si,fixed-tilt,180,,2.8,3.1,greenfield,non-agrivoltaic,-0.161244,6.250756139855628e-05
1367,1367,IN,Lake,41.63169861,-87.46900177,38826,c-si,fixed-tilt,180,0.0,2.0,2.3,greenfield,non-agrivoltaic,-0.237079,5.923865450986452e-05
1368,1368,IN,Lake,41.5196991,-87.43640137,38389,c-si,fixed-tilt,180,0.0,2.0,2.3,greenfield,non-agrivoltaic,-0.221435,5.991299591028679e-05
1369,1369,IN,Marion,39.72040176,-86.19200134,66432,c-si,fixed-tilt,180,30.0,3.8,5.2,contaminated,non-agrivoltaic,0.204553,7.827552986512524e-05
1370,1370,IN,Marion,39.9131012,-86.23829651,23869,c-si,fixed-tilt,180,30.0,1.5,1.9,greenfield,non-agrivoltaic,0.235306,7.960115631153378e-05
1371,1371,IN,Wayne,39.80089951,-84.89659882,21051,c-si,single-axis,180,25.0,1.0,1.2,greenfield,non-agrivoltaic,-0.28891,5.700441784238278e-05
1372,1372,IN,Jasper,40.94689941,-87.13610077,17652,c-si,fixed-tilt,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,-0.0342679,6.798096532970769e-05
1373,1373,IN,Miami,40.76710129,-86.04370117,53368,c-si,fixed-tilt,180,0.0,3.0,3.7,greenfield,non-agrivoltaic,-0.0029734,6.932993554189778e-05
1374,1374,IN,Perry,37.94680023,-86.7358017,16464,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.220436,7.896015549076774e-05
1375,1375,IN,Madison,39.99470139,-85.7621994,38580,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,-0.108053,6.480041472265422e-05
1376,1376,IN,Marion,39.72380066,-86.31510162,65894,c-si,single-axis,180,30.0,2.5,3.2,greenfield,non-agrivoltaic,-0.484745,4.856284335447841e-05
1377,1377,IN,Grant,40.51380157,-85.6414032,44498,c-si,fixed-tilt,180,,2.5,3.1,greenfield,non-agrivoltaic,0.0048241,6.966605240684975e-05
1378,1378,IN,St. Joseph,41.68629837,-86.12169647,46476,thin-film,fixed-tilt,180,0.0,2.6,3.2,greenfield,non-agrivoltaic,-0.0140437,6.885274119975902e-05
1379,1379,IN,Henry,39.85380173,-85.40200043,32576,c-si,single-axis,180,20.0,1.1,1.3,greenfield,non-agrivoltaic,-0.685557,3.990667976424362e-05
1380,1380,IN,Greene,38.90969849,-86.94760132,31142,c-si,single-axis,70,20.0,1.1,1.3,greenfield,non-agrivoltaic,-0.642927,4.174426819086764e-05
1381,1381,IN,Spencer,38.19300079,-86.96589661,24068,c-si,single-axis,180,20.0,1.1,1.3,greenfield,non-agrivoltaic,-0.358293,5.4013628053847433e-05
1382,1382,IN,Harrison,38.27119827,-85.98529816,30915,c-si,single-axis,180,25.0,1.1,1.3,greenfield,non-agrivoltaic,-0.635816,4.205078440886301e-05
1383,1383,IN,Monroe,39.25400162,-86.65730286,23647,c-si,single-axis,180,25.0,1.1,1.3,greenfield,non-agrivoltaic,-0.335984,5.497526113249038e-05
1384,1384,IN,Porter,41.56000137,-87.15699768,33868,c-si,fixed-tilt,180,,1.5,2.0,greenfield,non-agrivoltaic,-0.241391,5.905279319711823e-05
1385,1385,IN,Elkhart,41.69739914,-85.68840027,31587,c-si,fixed-tilt,180,0.0,1.5,2.0,greenfield,non-agrivoltaic,-0.142462,6.331718745053345e-05
1386,1386,IN,Dubois,38.31940079,-86.96790314,35212,c-si,fixed-tilt,180,0.0,2.0,2.5,greenfield,non-agrivoltaic,0.0357358,7.09985232307168e-05
1387,1387,IN,Daviess,38.65309906,-87.20899963,69261,c-si,fixed-tilt,180,0.0,4.0,4.9,greenfield,non-agrivoltaic,0.0298981,7.07468849713403e-05
1388,1388,IN,Sullivan,39.13370132,-87.41699982,119017,thin-film,fixed-tilt,180,0.0,5.2,7.1,greenfield,non-agrivoltaic,-0.227412,5.9655343354310726e-05
1389,1389,IN,Hancock,39.79430008,-85.81349945,57987,c-si,single-axis,180,20.0,2.8,3.6,greenfield,non-agrivoltaic,-0.171096,6.208288064566196e-05
1390,1390,IN,Vanderburgh,37.99110031,-87.53140259,42705,c-si,fixed-tilt,181,,2.0,2.7,greenfield,non-agrivoltaic,-0.144613,6.322444678609063e-05
1391,1391,IN,Vanderburgh,38.1495018,-87.5483017,41793,c-si,fixed-tilt,180,,2.0,2.7,greenfield,non-agrivoltaic,-0.112607,6.460412030722849e-05
1392,1392,IN,Jasper,40.95000076,-87.14810181,76957,c-si,single-axis,180,20.0,4.0,5.1,greenfield,non-agrivoltaic,-0.0739422,6.62707745884065e-05
1393,1393,IN,Clay,39.45619965,-87.20400238,112111,c-si,fixed-tilt,180,0.0,4.0,6.1,greenfield,non-agrivoltaic,-0.349089,5.441036115992186e-05
1394,1394,IN,Montgomery,40.0766983,-86.89689636,94615,c-si,single-axis,180,20.0,4.8,6.3,greenfield,non-agrivoltaic,-0.0666378,6.658563652697775e-05
1395,1395,IN,Perry,37.96649933,-86.73539734,58548,c-si,single-axis,180,20.0,3.2,4.3,greenfield,non-agrivoltaic,0.0924682,7.344401175104188e-05
1396,1396,IN,Wayne,39.86470032,-84.92870331,133178,c-si,single-axis,180,20.0,7.05,9.3,greenfield,non-agrivoltaic,0.0086589,6.983135352685879e-05
1397,1397,IN,Montgomery,40.01169968,-86.85829926,183269,c-si,single-axis,180,20.0,9.8,13.2,greenfield,non-agrivoltaic,0.0595552,7.202527432353534e-05
1398,1398,IN,Wayne,39.82820129,-85.00160217,20060,c-si,single-axis,180,20.0,1.1,1.4,greenfield,non-agrivoltaic,0.0077141,6.979062811565303e-05
1399,1399,IN,Tippecanoe,40.4211998,-86.94010162,32842,c-si,fixed-tilt,180,,1.6,2.4,greenfield,non-agrivoltaic,0.0839576,7.307715729858108e-05
1400,1400,IN,Hamilton,40.14020157,-86.21170044,15973,c-si,fixed-tilt,180,,0.8,1.8,greenfield,non-agrivoltaic,1.00293,0.00011269016465285169
1401,1401,IN,Johnson,39.36240005,-86.02549744,58299,c-si,single-axis,180,20.0,2.0,2.8,greenfield,non-agrivoltaic,-0.497146,4.802826806634762e-05
1402,1402,IN,St. Joseph,41.73189926,-86.10649872,464341,thin-film,single-axis,180,20.0,20.0,25.4,greenfield,non-agrivoltaic,-0.342343,5.470117865964883e-05
1403,1403,IN,Cass,40.75979996,-86.38690186,236851,c-si,fixed-tilt,180,20.0,16.0,19.3,greenfield,non-agrivoltaic,0.279029,8.148582864332428e-05
1404,1404,IN,Spencer,38.03739929,-86.78900146,1174500,thin-film,single-axis,180,20.0,50.4,65.0,greenfield,non-agrivoltaic,-0.32746,5.534269902085994e-05
1405,1405,IN,Miami,40.75630188,-86.10639954,227591,c-si,single-axis,180,20.0,9.5,12.6,greenfield,non-agrivoltaic,-0.327002,5.53624703964568e-05
1406,1406,IN,Wayne,39.80379868,-84.87539673,165830,c-si,single-axis,180,20.0,9.0,11.9,greenfield,non-agrivoltaic,0.0534066,7.176023638666104e-05
1407,1407,IN,Clark,38.59700012,-85.77760315,22932,c-si,single-axis,180,0.0,1.1,1.3,greenfield,non-agrivoltaic,-0.29622,5.668934240362812e-05
1408,1408,IN,Lawrence,38.70930099,-86.46880341,20376,c-si,single-axis,180,20.0,1.1,1.3,greenfield,non-agrivoltaic,-0.131248,6.380054966627405e-05
1409,1409,IN,Randolph,40.04520035,-85.05139923,1006953,unknown,single-axis,180,20.0,200.0,220.0,greenfield,non-agrivoltaic,3.45715,0.00021848090228640264
1410,1410,IN,Scott,38.6617012,-85.78549957,136636,c-si,single-axis,190,20.0,7.1,9.7,greenfield,non-agrivoltaic,0.0355738,7.099153956497556e-05
1411,1411,KS,Stanton,37.5447998,-101.802002,521799,c-si,single-axis,178,20.0,20.0,27.5,greenfield,non-agrivoltaic,-0.388715,5.270228574604398e-05
1412,1412,KS,Thomas,39.40779877,-101.0419998,29801,c-si,single-axis,180,20.0,1.2,1.2,greenfield,non-agrivoltaic,-0.677196,4.026710513070031e-05
1413,1413,KS,Wyandotte,39.16690063,-94.69499969,19611,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.0735118,6.628932741828566e-05
1414,1414,KS,Butler,37.75120163,-97.0739975,23861,c-si,fixed-tilt,235,,1.0,1.4,greenfield,non-agrivoltaic,-0.250198,5.8673148652613045e-05
1415,1415,KS,Pratt,37.65510178,-98.70500183,145019,c-si,fixed-tilt,180,,6.0,7.7,greenfield,non-agrivoltaic,-0.37957,5.309649080465319e-05
1416,1416,KS,Reno,38.01990128,-97.97540283,28696,c-si,single-axis,180,20.0,1.0,1.3,greenfield,agrivoltaic,-0.560381,4.530248118204628e-05
1417,1417,KY,Mercer,37.77679825,-84.72029877,150349,c-si,fixed-tilt,180,,10.0,14.1,greenfield,non-agrivoltaic,0.56428,9.378180100965088e-05
1418,1418,KY,Clark,38.02890015,-84.25489807,138892,c-si,fixed-tilt,180,30.0,8.5,10.7,greenfield,non-agrivoltaic,0.175851,7.703827434265472e-05
1419,1419,KY,Grant,38.75139999,-84.61199951,49864,c-si,fixed-tilt,180,30.0,2.7,3.8,greenfield,non-agrivoltaic,0.156573,7.620728381196855e-05
1420,1420,KY,Kenton,38.84949875,-84.59049988,75960,c-si,fixed-tilt,180,30.0,2.0,2.9,greenfield,non-agrivoltaic,-0.725661,3.817798841495524e-05
1421,1421,LA,Orleans,30.01409912,-89.91690063,271061,c-si,fixed-tilt,180,20.0,20.0,27.0,greenfield,non-agrivoltaic,0.699454,9.960857519156205e-05
1422,1422,LA,West Baton Rouge,30.4659996,-91.31710052,1300881,c-si,single-axis,180,0.0,50.0,74.5,greenfield,non-agrivoltaic,-0.282775,5.726888162714345e-05
1423,1423,MA,Essex,42.79199982,-70.88559723,29295,c-si,fixed-tilt,180,25.0,2.0,2.4,greenfield,non-agrivoltaic,0.289222,8.19252432155658e-05
1424,1424,MA,Worcester,42.22790146,-71.87319946,41313,c-si,fixed-tilt,180,30.0,1.9,2.8,greenfield,non-agrivoltaic,-0.0390396,6.777527654733376e-05
1425,1425,MA,Worcester,42.22719955,-71.86949921,9499,c-si,fixed-tilt,180,30.0,1.0,6.9,greenfield,non-agrivoltaic,15.2400999,0.0007263922518159807
1426,1426,MA,Berkshire,42.6692009,-73.09230041,43540,c-si,fixed-tilt,180,0.0,2.2,3.5,landfill,non-agrivoltaic,0.25351,8.038585209003216e-05
1427,1427,MA,Worcester,42.08729935,-71.5177002,55579,c-si,fixed-tilt,180,25.0,3.0,4.1,greenfield,non-agrivoltaic,0.100004,7.376886953705536e-05
1428,1428,MA,Worcester,42.13619995,-72.02100372,39799,c-si,fixed-tilt,185,20.0,2.0,2.6,greenfield,non-agrivoltaic,-0.095807,6.532827457976331e-05
1429,1429,MA,Plymouth,41.67110062,-70.8321991,62419,c-si,fixed-tilt,180,0.0,4.2,5.3,greenfield,non-agrivoltaic,0.358466,8.491004341626747e-05
1430,1430,MA,Norfolk,42.05680084,-71.23899841,31522,c-si,fixed-tilt,180,0.0,2.0,2.6,greenfield,non-agrivoltaic,0.30214,8.248207601040544e-05
1431,1431,MA,Hampshire,42.1894989,-72.71520233,23803,c-si,fixed-tilt,180,0.0,2.0,2.8,greenfield,non-agrivoltaic,1.1175801,0.00011763223123135739
1432,1432,MA,Hampden,42.13219833,-72.55419922,48966,c-si,fixed-tilt,180,0.0,4.0,5.6,greenfield,non-agrivoltaic,1.04179,0.00011436506964015847
1433,1433,MA,Hampden,42.0442009,-72.45890045,77583,c-si,fixed-tilt,180,0.0,3.5,4.8,greenfield,non-agrivoltaic,-0.176053,6.186922392792235e-05
1434,1434,MA,Franklin,42.42910004,-72.54000092,15018,c-si,fixed-tilt,180,30.0,1.1,1.4,greenfield,non-agrivoltaic,0.551281,9.322146757224663e-05
